Accounting
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
100,AEMA,202,002,Conference,0.000,"Intermediate Calculus.",M,01:05 pm-01:55 pm,48,0,0,0,"Fernando  Altamura",08/30-12/05,CENTEN 1-150,Active
,,,,,,,R,01:05 pm-01:55 pm,,,,,"Fernando  Altamura",11/30-11/30,CENTEN 1-150,Active
101,AEMA,310,001,Lecture,3.000,"Statistical Methods 1.",WF,10:05 am-11:25 am,190,0,0,0,"Pierre R L  Dutilleul",08/30-12/01,RAYMND 2-045,Active
102,AEMA,310,002,Laboratory,0.000,"Statistical Methods 1.",T,08:35 am-10:25 am,38,0,0,0,"Pierre R L  Dutilleul",08/30-12/05,MACSTW 2-028,Active
103,AEMA,310,003,Laboratory,0.000,"Statistical Methods 1.",W,02:35 pm-04:25 pm,38,0,0,0,"Pierre R L  Dutilleul",08/30-12/05,MACSTW 2-028,Active
104,AEMA,310,004,Laboratory,0.000,"Statistical Methods 1.",M,12:35 pm-02:25 pm,38,0,0,0,"Pierre R L  Dutilleul",08/30-12/05,MACSTW 2-028,Active
,,,,,,,R,12:35 pm-02:25 pm,,,,,"Pierre R L  Dutilleul",11/30-11/30,MACSTW 2-028,Active
105,AEMA,310,005,Laboratory,0.000,"Statistical Methods 1.",M,08:35 am-10:25 am,38,0,0,0,"Pierre R L  Dutilleul",08/30-12/05,MACSTW 2-028,Active
,,,,,,,R,08:35 am-10:25 am,,,,,"Pierre R L  Dutilleul",11/30-11/30,MACSTW 2-028,Active
106,AEMA,310,006,Laboratory,0.000,"Statistical Methods 1.",M,10:35 am-12:25 pm,38,0,0,0,"Pierre R L  Dutilleul",08/30-12/05,MACSTW 2-028,Active
,,,,,,,R,10:35 am-12:25 pm,,,,,"Pierre R L  Dutilleul",11/30-11/30,MACSTW 2-028,Active
481,AEMA,403,001,Stage,3.000,"Environmetrics Stage.",,TBA,10,0,0,0,"Pierre R L  Dutilleul",08/30-12/05,TBA,Active
441,AEMA,610,001,Lecture,3.000,"Statistical Methods 2.",T,01:35 pm-02:25 pm,32,0,0,0,"Roger I  Cue",08/30-12/05,BARTON 1-016,Active
,,,,,,,R,01:35 pm-02:25 pm,,,,,"Roger I  Cue",08/30-11/29,RAYMND 3-045,Active
,,,,,,,F,01:35 pm-02:25 pm,,,,,"Roger I  Cue",08/30-12/01,BARTON 1-015,Active
442,AEMA,610,002,Laboratory,0.000,"Statistical Methods 2.",R,03:35 pm-05:25 pm,32,0,0,0,"Roger I  Cue",08/30-11/29,BARTON 1-015,Active
,,,,,,,R,03:35 pm-05:25 pm,,,,,"Roger I  Cue",12/01-12/05,BARTON 1-015,Active
Physics (Agric & Envir Sci)
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
60,AEPH,112,001,Lecture,4.000,"Introductory Physics 1.",M,02:35 pm-03:55 pm,170,0,0,0,"David  Titley-Péloquin",08/30-12/04,RAYMND 2-045,Active
,,,,,,,R,10:05 am-11:25 am,,,,,"David  Titley-Péloquin",08/30-11/29,RAYMND 2-045,Active
,,,,,,,R,02:35 pm-03:55 pm,,,,,"David  Titley-Péloquin",11/30-11/30,RAYMND 2-045,Active
496,AEPH,112,002,Laboratory,0.000,"Introductory Physics 1.",T,01:35 pm-03:25 pm,25,0,0,0,"David  Titley-Péloquin",08/30-12/05,MACSTW B-016,Active
315,AEPH,112,003,Laboratory,0.000,"Introductory Physics 1.",T,03:35 pm-05:25 pm,40,0,0,0,"David  Titley-Péloquin",08/30-12/05,MACSTW B-016,Active
171,AEPH,112,004,Laboratory,0.000,"Introductory Physics 1.",W,01:35 pm-03:25 pm,45,0,0,0,"David  Titley-Péloquin",08/30-12/05,MACSTW B-016,Active
553,AEPH,112,005,Tutorial,0.000,"Introductory Physics 1.",T,08:35 am-09:55 am,75,0,0,0,"David  Titley-Péloquin",08/30-12/05,MACSTW B-016,Active
722,AEPH,112,006,Laboratory,0.000,"Introductory Physics 1.",W,03:35 pm-05:25 pm,40,0,0,0,"David  Titley-Péloquin",08/30-12/05,MACSTW B-016,Active
1123,AEPH,112,007,Tutorial,0.000,"Introductory Physics 1.",R,08:35 am-09:55 am,75,0,0,0,"David  Titley-Péloquin",08/30-11/29,MACSTW B-016,Active
,,,,,,,R,08:35 am-09:55 am,,,,,"David  Titley-Péloquin",12/01-12/05,MACSTW B-016,Active
417,AEPH,113,001,Lecture,4.000,"Physics 1.",M,02:35 pm-03:55 pm,27,0,0,0,"David  Titley-Péloquin",08/30-12/04,RAYMND 2-045,Active
,,,,,,,R,10:05 am-11:25 am,,,,,"David  Titley-Péloquin",08/30-11/29,RAYMND 2-045,Active
,,,,,,,R,02:35 pm-03:55 pm,,,,,"David  Titley-Péloquin",11/30-11/30,RAYMND 2-045,Active
418,AEPH,113,002,Laboratory,0.000,"Physics 1.",T,01:35 pm-03:25 pm,25,0,0,0,"David  Titley-Péloquin",08/30-12/05,MACSTW B-016,Active
419,AEPH,113,003,Tutorial,0.000,"Physics 1.",W,10:05 am-10:55 am,27,0,0,0,"David  Titley-Péloquin",08/30-12/05,CENTEN 1-150,Active
487,AEPH,120,001,Laboratory,1.000,"Physics Laboratory 1.",,TBA,10,0,0,0,"David  Titley-Péloquin",08/30-12/05,TBA,Active
Aerospace Engineering
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
1189,AERO,401,001,Lecture,3.000,"Introduction to Aerospace Engineering.",W,05:35 pm-08:25 pm,40,0,0,0,"Pascal  Hubert",08/30-12/01,ENGTR 0060,Active
5766,AERO,460D1,001,Lecture,3.000,"Aerospace Project.",TR,08:35 am-09:55 am,20,0,0,0,"Pascal  Hubert",08/30-11/29,BURN 719A,Active
,,,,,,,TR,08:35 am-09:55 am,,,,,"Pascal  Hubert",12/01-12/05,BURN 719A,Active
African Studies
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
1190,AFRI,200,001,Lecture,3.000,"Introduction to African Studies.",MWF,02:35 pm-03:25 pm,105,15,0,15,"Milka Perez Nyariro",08/30-12/04,MCMED 1034,Active
,,,,,,,R,02:35 pm-03:25 pm,,,,,"Milka Perez Nyariro",11/30-11/30,MCMED 1034,Active
8455,AFRI,200,002,Conference,0.000,"Introduction to African Studies.",F,02:35 pm-03:25 pm,50,0,0,0,"Milka Perez Nyariro",08/30-12/05,LEA 14,Registration Not Required
8456,AFRI,200,003,Conference,0.000,"Introduction to African Studies.",F,02:35 pm-03:25 pm,50,0,0,0,"Milka Perez Nyariro",08/30-12/05,MCMED 1034,Registration Not Required
1191,AFRI,401,001,Lecture,3.000,"Swahili Language and Culture.",MWF,08:35 am-09:25 am,20,5,0,5,"Mathew  Kipchumba",08/30-12/04,MOR 017,Active
,,,,,,,R,08:35 am-09:25 am,,,,,"Mathew  Kipchumba",11/30-11/30,MOR 017,Active
8300,AFRI,480,001,Topics Course,3.000,"Honours Thesis.",TBA,TBA,1,0,0,0,TBA,08/30-12/05,TBA,Active
Agricultural Economics
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
48,AGEC,200,001,Lecture,3.000,"Principles of Microeconomics.",WF,11:35 am-12:55 pm,66,0,0,0,"Aurelie Patricia Harou",08/30-12/01,TBA,Active
780,AGEC,330,001,Lecture,3.000,"Agriculture and Food Markets.",MW,02:35 pm-03:55 pm,30,0,0,0,"Aurelie Patricia Harou",08/30-12/04,TBA,Active
,,,,,,,R,02:35 pm-03:55 pm,,,,,"Aurelie Patricia Harou",11/30-11/30,TBA,Active
421,AGEC,332,001,Lecture,3.000,"Farm Management and Finance.",WF,08:35 am-09:55 am,24,0,0,0,"Mary Kathryn Doidge",08/30-12/01,BARTON 1-016,Active
435,AGEC,332,002,Conference,0.000,"Farm Management and Finance.",M,08:35 am-09:25 am,24,0,0,0,"Mary Kathryn Doidge",08/30-12/05,BARTON 1-016,Active
,,,,,,,R,08:35 am-09:25 am,,,,,"Mary Kathryn Doidge",11/30-11/30,BARTON 1-016,Active
50,AGEC,333,001,Lecture,3.000,"Resource Economics.",TR,01:05 pm-02:25 pm,24,0,0,0,"Kakali  Mukhopadhyay",08/30-11/29,RAYMND 1-042,Active
,,,,,,,TR,01:05 pm-02:25 pm,,,,,"Kakali  Mukhopadhyay",12/01-12/05,RAYMND 1-042,Active
710,AGEC,425,001,Lecture,3.000,"Applied Econometrics.",,TBA,20,0,0,0,"Mary Kathryn Doidge",08/30-12/05,TBA,Cancelled
711,AGEC,425,002,Laboratory,0.000,"Applied Econometrics.",,TBA,20,0,0,0,"Mary Kathryn Doidge",08/30-12/05,MACSTW 2-026,Cancelled
51,AGEC,491,001,Seminar,3.000,"Research and Methodology.",TR,04:05 pm-05:25 pm,24,0,0,0,"Kakali  Mukhopadhyay",08/30-11/29,CENTEN 1-163,Active
,,,,,,,TR,04:05 pm-05:25 pm,,,,,"Kakali  Mukhopadhyay",12/01-12/05,CENTEN 1-163,Active
52,AGEC,492,001,Topics Course,3.000,"Special Topics in Agricultural Economics 01.",,TBA,20,0,0,0,TBA,08/30-12/05,TBA,Active
784,AGEC,633,001,Lecture,3.000,"Environmental and Natural Resource Economics.",,TBA,10,0,0,0,"Paul  Thomassin",08/30-12/05,TBA,Cancelled
53,AGEC,685,001,Topics Course,3.000,"Selected Topics in Agricultural Economics.",,TBA,20,0,0,0,"Paul  Thomassin",08/30-12/05,TBA,Active
54,AGEC,690,001,Seminar,3.000,"Seminar in Agricultural Economics.",M,01:05 pm-02:25 pm,12,0,0,0,"Kakali  Mukhopadhyay",08/30-10/23,RAYMND 3-047,Active
,,,,,,,M,01:05 pm-02:25 pm,,,,,"Kakali  Mukhopadhyay",10/30-11/06,BARTON 1-015,Active
,,,,,,,M,01:05 pm-02:25 pm,,,,,"Kakali  Mukhopadhyay",11/13-11/13,RAYMND 3-047,Active
,,,,,,,M,01:05 pm-02:25 pm,,,,,"Kakali  Mukhopadhyay",11/20-12/04,BARTON 1-015,Active
,,,,,,,R,01:05 pm-02:25 pm,,,,,"Kakali  Mukhopadhyay",11/30-11/30,BARTON 1-015,Active
55,AGEC,691,001,Thesis Course,3.000,"M.Sc. Thesis 1.",,TBA,20,0,0,0,TBA,08/30-12/05,TBA,Active
56,AGEC,692,001,Thesis Course,3.000,"M.Sc. Thesis 2.",,TBA,20,0,0,0,TBA,08/30-12/05,TBA,Active
57,AGEC,693,001,Thesis Course,6.000,"M.Sc. Thesis 3.",,TBA,20,0,0,0,TBA,08/30-12/05,TBA,Active
58,AGEC,694,001,Thesis Course,6.000,"M.Sc. Thesis 4.",,TBA,20,0,0,0,TBA,08/30-12/05,TBA,Active
59,AGEC,695,001,Thesis Course,6.000,"M.Sc. Thesis 5.",,TBA,20,0,0,0,TBA,08/30-12/05,TBA,Active
Agriculture
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
259,AGRI,195,001,Seminar,0.500,"Freshman Seminar 1.",T,10:05 am-11:25 am,160,0,0,0,"Fernando  Altamura",08/30-12/05,RAYMND 2-045,Active
413,AGRI,215,001,Lecture,3.000,"Agro-Ecosystems Field Course.",MWF,01:35 pm-02:25 pm,45,0,0,0,"Caroline B  Begg",08/30-12/04,CENTEN 1-162,Active
,,,,,,,R,01:35 pm-02:25 pm,,,,,"Caroline B  Begg",11/30-11/30,CENTEN 1-162,Active
414,AGRI,215,002,Laboratory,0.000,"Agro-Ecosystems Field Course.",F,02:35 pm-05:25 pm,45,0,0,0,"Caroline B  Begg",08/30-12/05,CENTEN 1-162,Active
492,AGRI,310,001,Internship,3.000,"Internship in Agriculture/Environment.",,TBA,10,0,0,0,"Caroline B  Begg",08/30-12/05,TBA,Active
1106,AGRI,401,001,Project,6.000,"Honours Research Project 1.",,TBA,10,0,0,0,"Kevin  Wade",08/30-12/05,TBA,Active
1107,AGRI,405,001,Project,3.000,"Honours Project 1.",,TBA,10,0,0,0,"Kevin  Wade",08/30-12/05,TBA,Active
1048,AGRI,410,001,Internship,6.000,"Agrology Internship.",,TBA,25,0,0,0,"Julie  Major",08/30-12/05,TBA,Active
473,AGRI,410D2,001,Internship,3.000,"Agrology Internship.",M,11:35 am-12:55 pm,24,0,0,0,"Julie  Major",08/30-12/04,BARTON 1-015,Active
,,,,,,,R,11:35 am-12:55 pm,,,,,"Julie  Major",11/30-11/30,BARTON 1-015,Active
302,AGRI,490,001,Project,3.000,"Agri-Food Industry Project.",,TBA,15,0,0,0,"Julie  Major, David  Wees, Valérie  Gravel, Grant  Clark, Caroline B  Begg",08/30-12/05,TBA,Active
485,AGRI,499,001,Internship,3.000,"Agricultural Development Internship.",,TBA,10,0,0,0,"Julie  Major",08/30-12/05,TBA,Active
287,AGRI,519,001,Field Course (DEPT),6.000,"Sustainable Development Plans.",,TBA,28,0,0,0,TBA,08/30-12/05,TBA,Active
Anatomy & Cell Biology
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
1192,ANAT,214,001,Lecture,3.000,"Systemic Human Anatomy.",MF,09:35 am-10:25 am,180,0,0,0,"Campbell  Rolian, Gabriel  Venne",08/30-12/05,LEA 219,Active
,,,,,,,R,09:35 am-10:25 am,,,,,"Campbell  Rolian, Gabriel  Venne",11/30-11/30,LEA 219,Active
1193,ANAT,214,002,Laboratory,0.000,"Systemic Human Anatomy.",T,09:35 am-11:25 am,90,0,0,0,"Gabriel  Venne, Campbell  Rolian",08/30-12/05,SADB 2/49,Active
1194,ANAT,214,003,Laboratory,0.000,"Systemic Human Anatomy.",W,09:35 am-11:25 am,90,0,0,0,"Gabriel  Venne, Campbell  Rolian",08/30-12/05,SADB 2/49,Active
